pMAE,pRMSE,ocvRMSE,RMSEutrans,MAEutrans,date,algomodel,trgCol,transTarg,task,missing,append,transform,pc,expirament,fold,maxfold,seed,seedit,foldseed,RMSEmean,RMSEmeantrain,hpGen,time,validmethod,tuneLength,cvcount,ignrepeats,adaptivemin,bestTuneparams,btp1,btp2,btp3,btp4,btp5,btp6,btp7,btp8,btp9,btp10,btp11 
0.01,0.01,100,100,100,Wed Aug 02 16:37:25 2017,dummy,8,1,bac latent features,ignore,none,asis,CLOUD,10hp10cv,1,5,403,624,222,0.9,0.9284,random,434,cv,10,10,NA,5,15,1.3312352844514,0.968602964049205,1.30087468028069,1.36411243351176,,,
0.465,0.442,0.52,0.947,0.708,Thu May 03 01:52:39 2018,svmPoly,1,1,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,624,222,1.699,0.9937,random,463,cv,10,10,NA,5,1,0.00371435531018729,42.8397756843195
-0.007,0.004,0.949,1.69,1.33,Thu May 03 01:52:49 2018,svmRadial,1,1,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,624,222,1.699,0.9937,random,7,cv,10,10,NA,5,0.0809267597052154,3.05956184126368
-0.007,0.004,0.959,1.69,1.33,Thu May 03 01:52:58 2018,svmRadialCost,1,1,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,624,222,1.699,0.9937,random,7,cv,10,10,NA,5,3.65488703822453
-0.007,0.004,0.954,1.69,1.33,Thu May 03 01:53:07 2018,svmRadialSigma,1,1,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,624,222,1.699,0.9937,random,7,cv,10,10,NA,5,0.0282026497848274,4.29691346875578
Fail,Fail,Fail,Fail,Fail,Thu May 03 01:53:13 2018,svmSpectrumString,1,1,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,3,222,3
0.035,0.097,-1,1.53,1.28,Thu May 03 01:53:23 2018,treebag,1,1,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,128,222,1.699,0.9937,random,9,cv,10,10,NA,5,none
0.508,0.453,0.508,0.929,0.651,Thu May 03 01:54:03 2018,widekernelpls,1,1,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,624,222,1.699,0.9937,random,5,cv,10,10,NA,5,3
0.084,0.105,0.78,1.52,1.21,Thu May 03 01:54:34 2018,xgbLinear,1,1,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,56,222,1.699,0.9937,random,28,cv,10,10,NA,5,85,0.0359182976110468,0.105477838631688,2.82256010686979
0.251,0.285,0.764,1.21,0.994,Thu May 03 01:56:37 2018,xgbTree,1,1,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,72,222,1.699,0.9937,random,120,cv,10,10,NA,5,149,1,0.141238931522937,2.42552285082638,0.319834776222706,9,0.87730897939764
NA,NA,0.813,NA,NA,Thu May 03 01:56:55 2018,xyf,1,1,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,256,222,1.699,0.9937,random,15,cv,10,10,NA,5,5,13,0.616296835015528,rectangular
-4.459,-3.375,7.43,7.44,7.24,Thu May 03 01:57:33 2018,avNNet,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,199,222,1.699,1.883,random,34,cv,10,10,NA,5,18,5.65735359432812e-05,FALSE
Fail,Fail,Fail,Fail,Fail,Thu May 03 01:57:42 2018,bag,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,624,222,6
0.428,0.446,1.14,0.941,0.758,Thu May 03 02:01:16 2018,bagEarth,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,256,222,1.699,1.883,random,212,cv,10,10,NA,5,6,1
0.398,0.437,-1,0.958,0.799,Thu May 03 02:02:37 2018,bagEarthGCV,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,256,222,1.699,1.883,random,23,cv,10,10,NA,5,1
0.372,0.342,1.27,1.12,0.832,Thu May 03 02:08:14 2018,bartMachine,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,389,222,1.699,1.883,random,280,cv,10,10,NA,5,91,0.932976986514404,0.931809001136571,0.031293723732233,3.77521501388401
0.514,0.459,-1,0.918,0.642,Thu May 03 02:08:27 2018,bayesglm,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,4,cv,10,10,NA,5,none
0.455,0.441,0.967,0.948,0.721,Thu May 03 02:08:41 2018,blasso,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,288,222,1.699,1.883,random,12,cv,10,10,NA,5,0.545092144049704
0.477,0.454,-1,0.925,0.693,Thu May 03 02:08:55 2018,blassoAveraged,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,580,222,1.699,1.883,random,12,cv,10,10,NA,5,none
0.49,0.457,-1,0.92,0.676,Thu May 03 02:09:07 2018,bridge,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,591,222,1.699,1.883,random,10,cv,10,10,NA,5,none
0.47,0.455,0.977,0.925,0.702,Thu May 03 02:11:53 2018,BstLm,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,164,cv,10,10,NA,5,66,0.189747029364342
0.11,0.187,1.52,1.38,1.18,Thu May 03 02:12:18 2018,cforest,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,96,222,1.699,1.883,random,22,cv,10,10,NA,5,7
-0.154,0.011,1.8,1.68,1.53,Thu May 03 02:12:29 2018,ctree,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,9,cv,10,10,NA,5,0.621728493832052
-0.154,0.011,1.88,1.68,1.53,Thu May 03 02:12:40 2018,ctree2,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,9,cv,10,10,NA,5,11,0.477521737571806
0.49,0.468,1.01,0.902,0.675,Thu May 03 02:13:44 2018,cubist,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,1,222,1.699,1.883,random,62,cv,10,10,NA,5,12,0
-0.271,-0.228,2.75,2.09,1.69,Thu May 03 02:13:57 2018,dnn,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,382,222,1.699,1.883,random,10,cv,10,10,NA,5,13,18,6,0.255834618187509,0.122519866493531
0.279,0.315,1.09,1.16,0.956,Thu May 03 02:14:07 2018,earth,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,8,cv,10,10,NA,5,5,1
0.514,0.459,1.02,0.919,0.642,Thu May 03 02:14:14 2018,elm,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,120,222,1.699,1.883,random,5,cv,10,10,NA,5,12,purelin
0.443,0.441,1.01,0.948,0.738,Thu May 03 02:14:23 2018,enet,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,6,cv,10,10,NA,5,0.737766723847017,0.239166780055431
-0.074,0.013,2.01,1.68,1.42,Thu May 03 02:18:34 2018,evtree,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,166,222,1.699,1.883,random,249,cv,10,10,NA,5,3.21202988643199
0.137,0.194,1.4,1.37,1.14,Thu May 03 02:20:45 2018,extraTrees,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,4,222,1.699,1.883,random,129,cv,10,10,NA,5,4,15
0.464,0.447,0.983,0.939,0.71,Thu May 03 02:20:53 2018,foba,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,6,cv,10,10,NA,5,6,0.0841158915563484
Fail,Fail,Fail,Fail,Fail,Thu May 03 02:21:07 2018,gam,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,624,222,11
0.392,0.411,1.15,0.999,0.806,Thu May 03 02:23:37 2018,gamboost,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,148,cv,10,10,NA,5,435,yes
0.534,0.467,1.02,0.904,0.615,Thu May 03 02:24:01 2018,gamSpline,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,21,cv,10,10,NA,5,1.14607386058196
Fail,Fail,Fail,Fail,Fail,Thu May 03 02:24:10 2018,gaussprLinear,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,624,222,7
0.505,0.458,1.07,0.92,0.655,Thu May 03 02:24:20 2018,gaussprPoly,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,7,cv,10,10,NA,5,3,0.0491871426463653
Fail,Fail,Fail,Fail,Fail,Thu May 03 02:24:31 2018,gaussprRadial,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,624,222,9
0.257,0.235,1.4,1.3,0.986,Thu May 03 02:25:08 2018,gbm,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,480,222,1.699,1.883,random,34,cv,10,10,NA,5,3243,10,0.113186580594396,5
Fail,Fail,Fail,Fail,Fail,Thu May 03 02:28:37 2018,gbm_h2o,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,1,222,206
0.395,0.377,-1,1.06,0.804,Thu May 03 02:28:43 2018,gcvEarth,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,4,cv,10,10,NA,5,1
0.514,0.459,-1,0.919,0.642,Thu May 03 02:28:49 2018,glm,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,3,cv,10,10,NA,5,none
0.521,0.472,1.01,0.895,0.633,Thu May 03 02:28:56 2018,glm.nb,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,5,cv,10,10,NA,5,identity
0.515,0.459,0.992,0.918,0.641,Thu May 03 02:29:17 2018,glmboost,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,18,cv,10,10,NA,5,593,no
0.455,0.446,0.989,0.94,0.721,Thu May 03 02:29:27 2018,glmnet,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,8,cv,10,10,NA,5,0.894765906268731,0.084762723521431
Fail,Fail,Fail,Fail,Fail,Thu May 03 02:32:52 2018,glmnet_h2o,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,1,222,204
0.445,0.426,-1,0.973,0.735,Thu May 03 02:33:02 2018,glmStepAIC,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,8,cv,10,10,NA,5,none
0.411,0.384,0.993,1.05,0.78,Thu May 03 02:33:26 2018,icr,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,128,222,1.699,1.883,random,21,cv,10,10,NA,5,8
0.505,0.451,0.958,0.932,0.654,Thu May 03 02:33:32 2018,kernelpls,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,4,cv,10,10,NA,5,3
0.211,0.266,1.56,1.25,1.05,Thu May 03 02:33:44 2018,kknn,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,10,cv,10,10,NA,5,26,2.04921642830595,epanechnikov
0.156,0.205,1.54,1.35,1.12,Thu May 03 02:33:51 2018,knn,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,4,cv,10,10,NA,5,6
0.003,0.002,1.85,1.7,1.32,Thu May 03 02:34:00 2018,krlsPoly,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,7,cv,10,10,NA,5,0.00064391649048706,3
0.524,0.468,0.971,0.903,0.63,Thu May 03 02:34:21 2018,krlsRadial,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,18,cv,10,10,NA,5,0.00144650780910302,7252.35113549445
0.478,0.457,0.957,0.92,0.691,Thu May 03 02:34:27 2018,lars,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,4,cv,10,10,NA,5,0.844607695937157
0.504,0.468,0.979,0.902,0.656,Thu May 03 02:34:33 2018,lars2,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,4,cv,10,10,NA,5,9
0.522,0.464,1,0.91,0.632,Thu May 03 02:34:39 2018,lasso,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,4,cv,10,10,NA,5,0.966406321153045
0.445,0.426,0.971,0.973,0.735,Thu May 03 02:34:45 2018,leapBackward,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,4,cv,10,10,NA,5,5
0.488,0.464,0.958,0.908,0.678,Thu May 03 02:34:50 2018,leapForward,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,4,cv,10,10,NA,5,4
0.488,0.464,0.919,0.908,0.678,Thu May 03 02:34:56 2018,leapSeq,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,4,cv,10,10,NA,5,4
0.514,0.459,-1,0.919,0.642,Thu May 03 02:35:02 2018,lm,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,3,cv,10,10,NA,5,TRUE
0.445,0.426,-1,0.973,0.735,Thu May 03 02:35:11 2018,lmStepAIC,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,7,cv,10,10,NA,5,none
Fail,Fail,Fail,Fail,PackageFail,Thu May 03 02:35:26 2018,logicBag,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,624,222,12
Fail,Fail,Fail,Fail,Fail,Thu May 03 02:35:31 2018,logreg,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,3,222,4
0.445,0.426,0.987,0.973,0.735,Thu May 03 02:35:58 2018,M5,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,25,cv,10,10,NA,5,Yes,Yes,Yes
0.445,0.426,1.02,0.973,0.735,Thu May 03 02:36:17 2018,M5Rules,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,17,cv,10,10,NA,5,Yes,Yes
Fail,Fail,Fail,Fail,Fail,Thu May 03 02:36:22 2018,mlpKerasDecay,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,3,222,3
Fail,Fail,Fail,Fail,Fail,Thu May 03 02:36:28 2018,mlpKerasDropout,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,6,222,4
0.465,0.443,0.975,0.944,0.709,Thu May 03 02:37:00 2018,msaenet,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,29,cv,10,10,NA,5,0.241778327827342,10,3.37929520034231
Fail,Fail,Fail,Fail,PackageFail,Thu May 03 02:37:14 2018,mxnet,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,624,222,12
Fail,Fail,Fail,Fail,PackageFail,Thu May 03 02:37:29 2018,mxnetAdam,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,624,222,12
-4.459,-3.375,7.43,7.44,7.24,Thu May 03 02:37:42 2018,nnet,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,199,222,1.699,1.883,random,11,cv,10,10,NA,5,18,0.000698589232760001
Fail,Fail,Fail,Fail,Fail,Thu May 03 02:37:51 2018,nnls,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,624,222,7
0,0,-1,1.7,1.33,Thu May 03 02:37:56 2018,null,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,3,cv,10,10,NA,5,none
Fail,Fail,Fail,Fail,Fail,Thu May 03 02:38:07 2018,ordinalNet,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,624,222,9
0.217,0.243,1.41,1.29,1.04,Thu May 03 02:38:30 2018,parRF,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,557,222,1.699,1.883,random,22,cv,10,10,NA,5,7
-4.459,-3.375,7.43,7.44,7.24,Thu May 03 02:38:44 2018,pcaNNet,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,188,222,1.699,1.883,random,12,cv,10,10,NA,5,17,1.30277510979537e-05
-0.039,0.019,1.43,1.67,1.38,Thu May 03 02:38:50 2018,pcr,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,4,cv,10,10,NA,5,7
Fail,Fail,Fail,Fail,PackageFail,Thu May 03 02:39:05 2018,pls,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,624,222,12
0.523,0.484,0.978,0.875,0.63,Thu May 03 02:39:44 2018,plsRglm,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,38,cv,10,10,NA,5,3,0.140419542742893
0.446,0.421,1.08,0.983,0.734,Thu May 03 02:39:55 2018,ppr,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,8,cv,10,10,NA,5,1
Fail,Fail,Fail,Fail,PackageFail,Thu May 03 02:40:09 2018,pythonKnnReg,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,624,222,12
-0.801,-0.593,2.56,2.71,2.39,Thu May 03 02:40:53 2018,qrf,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,176,222,1.699,1.883,random,42,cv,10,10,NA,5,8
0.283,0.291,1.4,1.2,0.951,Thu May 03 02:41:17 2018,ranger,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,2,222,1.699,1.883,random,21,cv,10,10,NA,5,7,extratrees
0.194,0.243,1.46,1.29,1.07,Thu May 03 02:45:34 2018,Rborist,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,73,222,1.699,1.883,random,254,cv,10,10,NA,5,5
-5.204,-3.939,8.12,8.4,8.23,Thu May 03 02:45:44 2018,relaxo,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,7,cv,10,10,NA,5,55.0336311493296,0.355233499314636
0.238,0.254,1.38,1.27,1.01,Thu May 03 02:46:03 2018,rf,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,24,222,1.699,1.883,random,17,cv,10,10,NA,5,5
0.512,0.456,1.01,0.924,0.645,Thu May 03 02:46:11 2018,ridge,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,6,cv,10,10,NA,5,0.056702066562905
0.507,0.455,0.981,0.924,0.651,Thu May 03 02:46:19 2018,rlm,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,5,cv,10,10,NA,5,TRUE,psi.hampel
-0.314,-0.122,1.75,1.91,1.74,Thu May 03 02:46:25 2018,rpart,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,5,cv,10,10,NA,5,0.0683427504816731
-0.164,-0.002,-1,1.7,1.54,Thu May 03 02:46:31 2018,rpart1SE,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,80,222,1.699,1.883,random,3,cv,10,10,NA,5,none
-0.164,-0.002,1.81,1.7,1.54,Thu May 03 02:46:38 2018,rpart2,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,4,cv,10,10,NA,5,5
Fail,Fail,Fail,Fail,Fail,Thu May 03 02:46:44 2018,rqlasso,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,3,222,4
Fail,Fail,Fail,Fail,Fail,Thu May 03 02:46:49 2018,rqnc,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,6,222,4
0.247,0.291,1.38,1.2,0.998,Thu May 03 02:47:53 2018,RRF,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,167,222,1.699,1.883,random,62,cv,10,10,NA,5,8,0.00752038066275418,0.372474221512675
0.194,0.224,1.38,1.32,1.07,Thu May 03 02:48:27 2018,RRFglobal,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,256,222,1.699,1.883,random,31,cv,10,10,NA,5,8,0.629765215562657
-5.555,-4.203,-1,8.85,8.7,Thu May 03 02:48:33 2018,rvmLinear,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,4,cv,10,10,NA,5,none
0.505,0.456,0.986,0.922,0.654,Thu May 03 02:48:49 2018,rvmPoly,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,14,cv,10,10,NA,5,1.7868003211652e-05,1
-4.653,-3.603,7.66,7.83,7.5,Thu May 03 02:49:05 2018,rvmRadial,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,15,cv,10,10,NA,5,0.346988708917904
0.149,0.211,1.68,1.34,1.13,Thu May 03 02:56:57 2018,SBC,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,80,222,1.699,1.883,random,469,nohyperparameters,4,10,no rep,no min,1,0.5,0
0.505,0.451,1,0.932,0.654,Thu May 03 02:57:03 2018,simpls,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,4,cv,10,10,NA,5,3
0.483,0.455,0.965,0.925,0.684,Thu May 03 02:58:20 2018,spikeslab,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,152,222,1.699,1.883,random,75,cv,10,10,NA,5,7
0.514,0.459,1.02,0.919,0.642,Thu May 03 02:58:32 2018,spls,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,9,cv,10,10,NA,5,7,0.777313857804984,0.383277526940219
-5.082,-3.776,8.32,8.12,8.07,Thu May 03 02:58:40 2018,superpc,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,5,cv,10,10,NA,5,0.844949626829475,3
Fail,Fail,Fail,Fail,Fail,Thu May 03 02:58:45 2018,svmBoundrangeString,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,3,222,3
Fail,Fail,Fail,Fail,Fail,Thu May 03 02:58:51 2018,svmExpoString,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,6,222,3
0.459,0.437,0.998,0.954,0.716,Thu May 03 02:59:17 2018,svmLinear,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,25,cv,10,10,NA,5,0.264329182851124
0.459,0.433,0.98,0.96,0.715,Thu May 03 03:01:43 2018,svmLinear2,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,143,cv,10,10,NA,5,0.0860486326754064
0.454,0.429,0.982,0.967,0.722,Thu May 03 03:01:51 2018,svmLinear3,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,393,222,1.699,1.883,random,6,cv,10,10,NA,5,3.76088265297823,L2
0.483,0.451,0.976,0.93,0.683,Thu May 03 03:02:03 2018,svmPoly,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,9,cv,10,10,NA,5,3,0.000561011533725961,223.627829872736
-0.006,0.004,1.83,1.69,1.33,Thu May 03 03:02:12 2018,svmRadial,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,7,cv,10,10,NA,5,0.0576305601031505,10.442533611774
-0.006,0.004,1.79,1.69,1.33,Thu May 03 03:02:21 2018,svmRadialCost,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,7,cv,10,10,NA,5,6.91401141042726
-0.006,0.004,1.8,1.69,1.33,Thu May 03 03:02:30 2018,svmRadialSigma,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,7,cv,10,10,NA,5,0.0326588169718848,3.56482498083047
Fail,Fail,Fail,Fail,Fail,Thu May 03 03:02:36 2018,svmSpectrumString,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,3,222,3
0.176,0.23,-1,1.31,1.09,Thu May 03 03:02:53 2018,treebag,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,128,222,1.699,1.883,random,9,cv,10,10,NA,5,none
0.505,0.451,0.996,0.932,0.654,Thu May 03 03:03:32 2018,widekernelpls,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,5,cv,10,10,NA,5,3
0.189,0.163,1.53,1.42,1.08,Thu May 03 03:04:08 2018,xgbLinear,1,2,sparsity 2 row center,ignore,none,centernscale,ALTA,15th10hp10cv,1,5,403,472,222,1.699,1.883,random,33,cv,10,10,NA,5,59,0.358363826509443,0.00301472376276618,1.15697125880979
