0.072,0.03,0.002,0.858,0.642,Thu Aug 10 06:52:14 2017,glmnet,8,1,median subtraction in each row,ignore,none,range01,0.8846444671,random,2398,3,cv,5,6,1,5,0.5174051097,0.0016375884,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 06:52:38 2017,glmnet_h2o,8,1,median subtraction in each row,ignore,none,range01,24,,,,,,,,,,,,,,,
0.021,-0.003,-1,0.887,0.677,Thu Aug 10 06:52:42 2017,glmStepAIC,8,1,median subtraction in each row,ignore,none,range01,0.8846444671,random,2400,3,cv,5,6,1,5,none,,,,,,
0.063,0.027,8,0.861,0.648,Thu Aug 10 06:52:54 2017,icr,8,1,median subtraction in each row,ignore,none,range01,0.8846444671,random,2401,12,cv,5,6,1,5,8,,,,,,
0.063,0.027,4,0.861,0.648,Thu Aug 10 06:52:56 2017,kernelpls,8,1,median subtraction in each row,ignore,none,range01,0.8846444671,random,2402,2,cv,5,6,1,5,4,,,,,,
0.053,0.03,NA,0.858,0.655,Thu Aug 10 06:53:08 2017,kknn,8,1,median subtraction in each row,ignore,none,range01,0.8846444671,random,2403,11,cv,5,6,1,5,28,1.1931904976,inv,,,,
0.053,0.025,60,0.862,0.655,Thu Aug 10 06:53:10 2017,knn,8,1,median subtraction in each row,ignore,none,range01,0.8846444671,random,2404,2,cv,5,6,1,5,60,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 06:53:14 2017,krlsPoly,8,1,median subtraction in each row,ignore,none,range01,4,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 06:53:18 2017,krlsRadial,8,1,median subtraction in each row,ignore,none,range01,4,,,,,,,,,,,,,,,
0.073,0.03,0.918,0.858,0.642,Thu Aug 10 06:53:20 2017,lars,8,1,median subtraction in each row,ignore,none,range01,0.8846444671,random,2407,2,cv,5,6,1,5,0.9184340322,,,,,,
0.088,0.036,8,0.853,0.631,Thu Aug 10 06:53:22 2017,lars2,8,1,median subtraction in each row,ignore,none,range01,0.8846444671,random,2408,2,cv,5,6,1,5,8,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 06:53:26 2017,lasso,8,1,median subtraction in each row,ignore,none,range01,3,,,,,,,,,,,,,,,
0.065,0.029,7,0.859,0.647,Thu Aug 10 06:53:28 2017,leapBackward,8,1,median subtraction in each row,ignore,none,range01,0.8846444671,random,2410,2,cv,5,6,1,5,7,,,,,,
0.063,0.027,8,0.861,0.648,Thu Aug 10 06:53:30 2017,leapForward,8,1,median subtraction in each row,ignore,none,range01,0.8846444671,random,2411,2,cv,5,6,1,5,8,,,,,,
0.063,0.027,8,0.861,0.648,Thu Aug 10 06:53:33 2017,leapSeq,8,1,median subtraction in each row,ignore,none,range01,0.8846444671,random,2412,2,cv,5,6,1,5,8,,,,,,
0.063,0.027,-1,0.861,0.648,Thu Aug 10 06:53:35 2017,lm,8,1,median subtraction in each row,ignore,none,range01,0.8846444671,random,2413,2,cv,5,6,1,5,TRUE,,,,,,
0.021,-0.003,-1,0.887,0.677,Thu Aug 10 06:53:38 2017,lmStepAIC,8,1,median subtraction in each row,ignore,none,range01,0.8846444671,random,2414,3,cv,5,6,1,5,none,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 06:53:42 2017,logicBag,8,1,median subtraction in each row,ignore,none,range01,3,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 06:53:45 2017,logreg,8,1,median subtraction in each row,ignore,none,range01,3,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 06:53:46 2017,M5,8,1,median subtraction in each row,ignore,none,range01,0,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 06:53:47 2017,M5Rules,8,1,median subtraction in each row,ignore,none,range01,1,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 06:53:54 2017,msaenet,8,1,median subtraction in each row,ignore,none,range01,7,,,,,,,,,,,,,,,
0.005,-0.002,1.977,0.886,0.689,Thu Aug 10 06:53:59 2017,nnet,8,1,median subtraction in each row,ignore,none,range01,0.8846444671,random,2420,4,cv,5,6,1,5,11,1.9771845085,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 06:54:02 2017,nnls,8,1,median subtraction in each row,ignore,none,range01,3,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 06:54:02 2017,ordinalNet,8,1,median subtraction in each row,ignore,none,range01,0,,,,,,,,,,,,,,,
0.032,0.014,6,0.872,0.67,Thu Aug 10 06:54:20 2017,parRF,8,1,median subtraction in each row,ignore,none,range01,0.8846444671,random,2423,17,cv,5,6,1,5,6,,,,,,
0.088,0.039,0.182,0.851,0.631,Thu Aug 10 06:54:28 2017,pcaNNet,8,1,median subtraction in each row,ignore,none,range01,0.8846444671,random,2424,8,cv,5,6,1,5,11,0.1817036085,,,,,
0.002,-0.004,1,0.888,0.69,Thu Aug 10 06:54:31 2017,pcr,8,1,median subtraction in each row,ignore,none,range01,0.8846444671,random,2425,2,cv,5,6,1,5,1,,,,,,
Fail,Fail,Fail,Fail,PackageFail,Thu Aug 10 06:54:38 2017,pls,8,1,median subtraction in each row,ignore,none,range01,9,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 06:54:42 2017,plsRglm,8,1,median subtraction in each row,ignore,none,range01,4,,,,,,,,,,,,,,,
-0.067,-0.103,1,0.976,0.738,Thu Aug 10 06:54:45 2017,ppr,8,1,median subtraction in each row,ignore,none,range01,0.8846444671,random,2428,3,cv,5,6,1,5,1,,,,,,
Fail,Fail,Fail,Fail,PackageFail,Thu Aug 10 06:54:52 2017,pythonKnnReg,8,1,median subtraction in each row,ignore,none,range01,10,,,,,,,,,,,,,,,
-0.956,-0.788,8,1.581,1.354,Thu Aug 10 06:55:27 2017,qrf,8,1,median subtraction in each row,ignore,none,range01,0.8846444671,random,2430,34,cv,5,6,1,5,8,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 06:55:32 2017,qrnn,8,1,median subtraction in each row,ignore,none,range01,5,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 06:55:32 2017,randomGLM,8,1,median subtraction in each row,ignore,none,range01,0,,,,,,,,,,,,,,,
0.042,0.022,2,0.865,0.663,Thu Aug 10 06:55:42 2017,ranger,8,1,median subtraction in each row,ignore,none,range01,0.8846444671,random,2433,10,cv,5,6,1,5,2,,,,,,
0.054,0.023,6,0.865,0.655,Thu Aug 10 06:57:47 2017,Rborist,8,1,median subtraction in each row,ignore,none,range01,0.8846444671,random,2434,125,cv,5,6,1,5,6,,,,,,
-0.644,-0.615,70.237,1.428,1.138,Thu Aug 10 06:57:51 2017,relaxo,8,1,median subtraction in each row,ignore,none,range01,0.8846444671,random,2435,3,cv,5,6,1,5,70.2368897842,0.235929992,,,,,
0.048,0.028,3,0.86,0.659,Thu Aug 10 06:58:16 2017,rf,8,1,median subtraction in each row,ignore,none,range01,0.8846444671,random,2436,25,cv,5,6,1,5,3,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 06:58:20 2017,ridge,8,1,median subtraction in each row,ignore,none,range01,3,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 06:58:24 2017,rlm,8,1,median subtraction in each row,ignore,none,range01,4,,,,,,,,,,,,,,,
-0.2,-0.159,0.024,1.025,0.83,Thu Aug 10 06:58:26 2017,rpart,8,1,median subtraction in each row,ignore,none,range01,0.8846444671,random,2439,2,cv,5,6,1,5,0.0235079285,,,,,,
-0.316,-0.25,-1,1.106,0.911,Thu Aug 10 06:58:29 2017,rpart1SE,8,1,median subtraction in each row,ignore,none,range01,0.8846444671,random,2440,2,cv,5,6,1,5,none,,,,,,
-0.058,-0.069,1,0.946,0.732,Thu Aug 10 06:58:31 2017,rpart2,8,1,median subtraction in each row,ignore,none,range01,0.8846444671,random,2441,2,cv,5,6,1,5,1,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 06:58:32 2017,rqlasso,8,1,median subtraction in each row,ignore,none,range01,0,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 06:58:33 2017,rqnc,8,1,median subtraction in each row,ignore,none,range01,0,,,,,,,,,,,,,,,
0.024,0.007,0.054,0.878,0.676,Thu Aug 10 06:59:26 2017,RRF,8,1,median subtraction in each row,ignore,none,range01,0.8846444671,random,2444,52,cv,5,6,1,5,7,0.2842669205,0.05381523,,,,
0.048,0.028,0.777,0.86,0.659,Thu Aug 10 06:59:53 2017,RRFglobal,8,1,median subtraction in each row,ignore,none,range01,0.8846444671,random,2445,27,cv,5,6,1,5,4,0.7765498734,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:00:03 2017,rvmLinear,8,1,median subtraction in each row,ignore,none,range01,10,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:00:46 2017,rvmPoly,8,1,median subtraction in each row,ignore,none,range01,43,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:01:21 2017,rvmRadial,8,1,median subtraction in each row,ignore,none,range01,35,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:01:25 2017,SBC,8,1,median subtraction in each row,ignore,none,range01,4,,,,,,,,,,,,,,,
0.063,0.027,4,0.861,0.648,Thu Aug 10 07:01:28 2017,simpls,8,1,median subtraction in each row,ignore,none,range01,0.8846444671,random,2450,2,cv,5,6,1,5,4,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:02:35 2017,spikeslab,8,1,median subtraction in each row,ignore,none,range01,68,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:02:39 2017,spls,8,1,median subtraction in each row,ignore,none,range01,3,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:02:43 2017,superpc,8,1,median subtraction in each row,ignore,none,range01,3,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:02:43 2017,svmBoundrangeString,8,1,median subtraction in each row,ignore,none,range01,0,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:02:44 2017,svmExpoString,8,1,median subtraction in each row,ignore,none,range01,0,,,,,,,,,,,,,,,
NA,NA,0.72,NA,NA,Thu Aug 10 07:02:52 2017,svmLinear,8,1,median subtraction in each row,ignore,none,range01,0.8846444671,random,2456,8,cv,5,6,1,5,0.7200670922,,,,,,
0.036,0.011,609.045,0.875,0.667,Thu Aug 10 07:03:01 2017,svmLinear2,8,1,median subtraction in each row,ignore,none,range01,0.8846444671,random,2457,8,cv,5,6,1,5,609.0446561788,,,,,,
-1.301,-1.052,NA,1.815,1.592,Thu Aug 10 07:03:11 2017,svmLinear3,8,1,median subtraction in each row,ignore,none,range01,0.8846444671,random,2458,10,cv,5,6,1,5,0.0042480862,L1,,,,,
NA,NA,0.161,NA,NA,Thu Aug 10 07:03:15 2017,svmPoly,8,1,median subtraction in each row,ignore,none,range01,0.8846444671,random,2459,3,cv,5,6,1,5,3,0.1775640636,0.160523926,,,,
NA,NA,0.734,NA,NA,Thu Aug 10 07:03:19 2017,svmRadial,8,1,median subtraction in each row,ignore,none,range01,0.8846444671,random,2460,5,cv,5,6,1,5,0.5814602128,0.7340333152,,,,,
NA,NA,0.032,NA,NA,Thu Aug 10 07:03:23 2017,svmRadialCost,8,1,median subtraction in each row,ignore,none,range01,0.8846444671,random,2461,4,cv,5,6,1,5,0.0323364296,,,,,,
NA,NA,2.667,NA,NA,Thu Aug 10 07:03:28 2017,svmRadialSigma,8,1,median subtraction in each row,ignore,none,range01,0.8846444671,random,2462,4,cv,5,6,1,5,8.9866951091,2.6673350227,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:03:28 2017,svmSpectrumString,8,1,median subtraction in each row,ignore,none,range01,0,,,,,,,,,,,,,,,
0.05,0.006,-1,0.88,0.657,Thu Aug 10 07:03:34 2017,treebag,8,1,median subtraction in each row,ignore,none,range01,0.8846444671,random,2464,6,cv,5,6,1,5,none,,,,,,
0.063,0.027,6,0.861,0.648,Thu Aug 10 07:03:47 2017,widekernelpls,8,1,median subtraction in each row,ignore,none,range01,0.8846444671,random,2465,12,cv,5,6,1,5,6,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:04:17 2017,WM,8,1,median subtraction in each row,ignore,none,range01,30,,,,,,,,,,,,,,,
-0.186,-0.142,0.341,1.01,0.821,Thu Aug 10 07:04:29 2017,xgbLinear,8,1,median subtraction in each row,ignore,none,range01,0.8846444671,random,2467,11,cv,5,6,1,5,17,0.0001396755,0.0526941172,0.3411501248,,,
0.005,-0.002,821,0.887,0.689,Thu Aug 10 07:06:18 2017,xgbTree,8,1,median subtraction in each row,ignore,none,range01,0.8846444671,random,2468,109,cv,5,6,1,5,821,5,0.336214782,2.5974178058,0.5611930942,1,0.9749654626
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:06:24 2017,xyf,8,1,median subtraction in each row,ignore,none,range01,5,,,,,,,,,,,,,,,
0.863,0.616,0,1,1,Thu Aug 10 07:34:07 2017,avNNet,8,1,switches between 1 & -1 based on C1,ignore,none,range01,0.8541662602,random,2577,26,cv,5,6,1,5,14,0.0002225639,FALSE,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:34:10 2017,bag,8,1,switches between 1 & -1 based on C1,ignore,none,range01,3,,,,,,,,,,,,,,,
0.92,0.782,6,NA,NA,Thu Aug 10 07:35:21 2017,bagEarth,8,1,switches between 1 & -1 based on C1,ignore,none,range01,0.8541662602,random,2579,71,cv,5,6,1,5,6,1,,,,,
0.928,0.801,-1,NA,NA,Thu Aug 10 07:35:37 2017,bagEarthGCV,8,1,switches between 1 & -1 based on C1,ignore,none,range01,0.8541662602,random,2580,15,cv,5,6,1,5,1,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:35:42 2017,bam,8,1,switches between 1 & -1 based on C1,ignore,none,range01,5,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:35:43 2017,bartMachine,8,1,switches between 1 & -1 based on C1,ignore,none,range01,1,,,,,,,,,,,,,,,
0.327,0.323,-1,NA,NA,Thu Aug 10 07:35:45 2017,bayesglm,8,1,switches between 1 & -1 based on C1,ignore,none,range01,0.8541662602,random,2583,2,cv,5,6,1,5,none,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:36:11 2017,blasso,8,1,switches between 1 & -1 based on C1,ignore,none,range01,26,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:36:37 2017,blassoAveraged,8,1,switches between 1 & -1 based on C1,ignore,none,range01,26,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:36:56 2017,bridge,8,1,switches between 1 & -1 based on C1,ignore,none,range01,19,,,,,,,,,,,,,,,
0.401,0.362,451,NA,NA,Thu Aug 10 07:37:49 2017,BstLm,8,1,switches between 1 & -1 based on C1,ignore,none,range01,0.8541662602,random,2587,53,cv,5,6,1,5,451,0.285142671,,,,,
0.992,0.94,9,1,1,Thu Aug 10 07:38:01 2017,cforest,8,1,switches between 1 & -1 based on C1,ignore,none,range01,0.8541662602,random,2588,11,cv,5,6,1,5,9,,,,,,
1,1,0.65,1,1,Thu Aug 10 07:38:05 2017,ctree,8,1,switches between 1 & -1 based on C1,ignore,none,range01,0.8541662602,random,2589,3,cv,5,6,1,5,0.6495147001,,,,,,
1,1,0.413,1,1,Thu Aug 10 07:38:08 2017,ctree2,8,1,switches between 1 & -1 based on C1,ignore,none,range01,0.8541662602,random,2590,3,cv,5,6,1,5,3,0.4130222765,,,,,
1,1,1,1,1,Thu Aug 10 07:38:29 2017,cubist,8,1,switches between 1 & -1 based on C1,ignore,none,range01,0.8541662602,random,2591,20,cv,5,6,1,5,7,1,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:38:33 2017,DENFIS,8,1,switches between 1 & -1 based on C1,ignore,none,range01,4,,,,,,,,,,,,,,,
-0.25,-0.081,0.049,1,1,Thu Aug 10 07:38:39 2017,dnn,8,1,switches between 1 & -1 based on C1,ignore,none,range01,0.8541662602,random,2593,5,cv,5,6,1,5,7,15,2,0.0311553137,0.0490257372,,
0.949,0.826,7,NA,NA,Thu Aug 10 07:38:44 2017,earth,8,1,switches between 1 & -1 based on C1,ignore,none,range01,0.8541662602,random,2594,5,cv,5,6,1,5,7,2,,,,,
0.367,0.319,NA,NA,NA,Thu Aug 10 07:38:46 2017,elm,8,1,switches between 1 & -1 based on C1,ignore,none,range01,0.8541662602,random,2595,2,cv,5,6,1,5,10,tansig,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:38:50 2017,enet,8,1,switches between 1 & -1 based on C1,ignore,none,range01,3,,,,,,,,,,,,,,,
1,1,1.084,1,1,Thu Aug 10 07:40:58 2017,evtree,8,1,switches between 1 & -1 based on C1,ignore,none,range01,0.8541662602,random,2597,128,cv,5,6,1,5,1.084433672,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:40:59 2017,extraTrees,8,1,switches between 1 & -1 based on C1,ignore,none,range01,1,,,,,,,,,,,,,,,
0.358,0.349,2,NA,NA,Thu Aug 10 07:41:02 2017,foba,8,1,switches between 1 & -1 based on C1,ignore,none,range01,0.8541662602,random,2599,3,cv,5,6,1,5,2,1.42785760162496e-05,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:41:07 2017,gam,8,1,switches between 1 & -1 based on C1,ignore,none,range01,5,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:41:12 2017,gamboost,8,1,switches between 1 & -1 based on C1,ignore,none,range01,5,,,,,,,,,,,,,,,
0.689,0.579,4.371,NA,NA,Thu Aug 10 07:41:22 2017,gamSpline,8,1,switches between 1 & -1 based on C1,ignore,none,range01,0.8541662602,random,2602,9,cv,5,6,1,5,4.3707542773,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:41:26 2017,gaussprLinear,8,1,switches between 1 & -1 based on C1,ignore,none,range01,4,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:41:34 2017,gaussprPoly,8,1,switches between 1 & -1 based on C1,ignore,none,range01,8,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:41:43 2017,gaussprRadial,8,1,switches between 1 & -1 based on C1,ignore,none,range01,9,,,,,,,,,,,,,,,
0.967,0.957,4484,NA,NA,Thu Aug 10 07:42:20 2017,gbm,8,1,switches between 1 & -1 based on C1,ignore,none,range01,0.8541662602,random,2606,36,cv,5,6,1,5,4484,6,0.0656407941,18,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:42:44 2017,gbm_h2o,8,1,switches between 1 & -1 based on C1,ignore,none,range01,24,,,,,,,,,,,,,,,
0.942,0.832,-1,NA,NA,Thu Aug 10 07:42:47 2017,gcvEarth,8,1,switches between 1 & -1 based on C1,ignore,none,range01,0.8541662602,random,2608,3,cv,5,6,1,5,1,,,,,,
0.326,0.322,-1,NA,NA,Thu Aug 10 07:42:49 2017,glm,8,1,switches between 1 & -1 based on C1,ignore,none,range01,0.8541662602,random,2609,2,cv,5,6,1,5,none,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:42:54 2017,glm.nb,8,1,switches between 1 & -1 based on C1,ignore,none,range01,5,,,,,,,,,,,,,,,
0.326,0.322,NA,NA,NA,Thu Aug 10 07:43:03 2017,glmboost,8,1,switches between 1 & -1 based on C1,ignore,none,range01,0.8541662602,random,2611,9,cv,5,6,1,5,529,no,,,,,
0.345,0.345,0.016,NA,NA,Thu Aug 10 07:43:07 2017,glmnet,8,1,switches between 1 & -1 based on C1,ignore,none,range01,0.8541662602,random,2612,3,cv,5,6,1,5,0.5618922496,0.0156364737,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:43:31 2017,glmnet_h2o,8,1,switches between 1 & -1 based on C1,ignore,none,range01,24,,,,,,,,,,,,,,,
0.347,0.335,-1,NA,NA,Thu Aug 10 07:43:35 2017,glmStepAIC,8,1,switches between 1 & -1 based on C1,ignore,none,range01,0.8541662602,random,2614,4,cv,5,6,1,5,none,,,,,,
0.326,0.322,8,NA,NA,Thu Aug 10 07:43:44 2017,icr,8,1,switches between 1 & -1 based on C1,ignore,none,range01,0.8541662602,random,2615,9,cv,5,6,1,5,8,,,,,,
0.327,0.323,3,NA,NA,Thu Aug 10 07:43:46 2017,kernelpls,8,1,switches between 1 & -1 based on C1,ignore,none,range01,0.8541662602,random,2616,2,cv,5,6,1,5,3,,,,,,
0.381,0.301,NA,1,1,Thu Aug 10 07:43:57 2017,kknn,8,1,switches between 1 & -1 based on C1,ignore,none,range01,0.8541662602,random,2617,10,cv,5,6,1,5,60,0.5832263769,gaussian,,,,
0.224,0.25,38,1,1,Thu Aug 10 07:44:00 2017,knn,8,1,switches between 1 & -1 based on C1,ignore,none,range01,0.8541662602,random,2618,2,cv,5,6,1,5,38,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:44:03 2017,krlsPoly,8,1,switches between 1 & -1 based on C1,ignore,none,range01,4,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:44:07 2017,krlsRadial,8,1,switches between 1 & -1 based on C1,ignore,none,range01,4,,,,,,,,,,,,,,,
0.354,0.353,0.725,NA,NA,Thu Aug 10 07:44:10 2017,lars,8,1,switches between 1 & -1 based on C1,ignore,none,range01,0.8541662602,random,2621,2,cv,5,6,1,5,0.7249170397,,,,,,
0.356,0.355,5,NA,NA,Thu Aug 10 07:44:12 2017,lars2,8,1,switches between 1 & -1 based on C1,ignore,none,range01,0.8541662602,random,2622,2,cv,5,6,1,5,5,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:44:15 2017,lasso,8,1,switches between 1 & -1 based on C1,ignore,none,range01,3,,,,,,,,,,,,,,,
0.326,0.322,8,NA,NA,Thu Aug 10 07:44:17 2017,leapBackward,8,1,switches between 1 & -1 based on C1,ignore,none,range01,0.8541662602,random,2624,2,cv,5,6,1,5,8,,,,,,
0.347,0.335,3,NA,NA,Thu Aug 10 07:44:20 2017,leapForward,8,1,switches between 1 & -1 based on C1,ignore,none,range01,0.8541662602,random,2625,2,cv,5,6,1,5,3,,,,,,
0.328,0.324,7,NA,NA,Thu Aug 10 07:44:22 2017,leapSeq,8,1,switches between 1 & -1 based on C1,ignore,none,range01,0.8541662602,random,2626,2,cv,5,6,1,5,7,,,,,,
0.326,0.322,-1,NA,NA,Thu Aug 10 07:44:24 2017,lm,8,1,switches between 1 & -1 based on C1,ignore,none,range01,0.8541662602,random,2627,2,cv,5,6,1,5,TRUE,,,,,,
0.347,0.335,-1,NA,NA,Thu Aug 10 07:44:28 2017,lmStepAIC,8,1,switches between 1 & -1 based on C1,ignore,none,range01,0.8541662602,random,2628,3,cv,5,6,1,5,none,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:44:31 2017,logicBag,8,1,switches between 1 & -1 based on C1,ignore,none,range01,3,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:44:35 2017,logreg,8,1,switches between 1 & -1 based on C1,ignore,none,range01,3,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:44:36 2017,M5,8,1,switches between 1 & -1 based on C1,ignore,none,range01,0,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:44:37 2017,M5Rules,8,1,switches between 1 & -1 based on C1,ignore,none,range01,1,,,,,,,,,,,,,,,
0.332,0.337,0.427,NA,NA,Thu Aug 10 07:44:44 2017,msaenet,8,1,switches between 1 & -1 based on C1,ignore,none,range01,0.8541662602,random,2633,7,cv,5,6,1,5,0.2977409719,8,0.4273821804,,,,
0.888,0.63,0,1,1,Thu Aug 10 07:44:54 2017,nnet,8,1,switches between 1 & -1 based on C1,ignore,none,range01,0.8541662602,random,2634,9,cv,5,6,1,5,17,0.00017547,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:44:57 2017,nnls,8,1,switches between 1 & -1 based on C1,ignore,none,range01,3,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:44:58 2017,ordinalNet,8,1,switches between 1 & -1 based on C1,ignore,none,range01,0,,,,,,,,,,,,,,,
0.959,0.945,5,1,1,Thu Aug 10 07:45:06 2017,parRF,8,1,switches between 1 & -1 based on C1,ignore,none,range01,0.8541662602,random,2637,8,cv,5,6,1,5,5,,,,,,
0.835,0.487,0,1,1,Thu Aug 10 07:45:15 2017,pcaNNet,8,1,switches between 1 & -1 based on C1,ignore,none,range01,0.8541662602,random,2638,8,cv,5,6,1,5,10,0.00016641,,,,,
0.234,0.206,6,NA,NA,Thu Aug 10 07:45:18 2017,pcr,8,1,switches between 1 & -1 based on C1,ignore,none,range01,0.8541662602,random,2639,2,cv,5,6,1,5,6,,,,,,
Fail,Fail,Fail,Fail,PackageFail,Thu Aug 10 07:45:25 2017,pls,8,1,switches between 1 & -1 based on C1,ignore,none,range01,9,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:45:29 2017,plsRglm,8,1,switches between 1 & -1 based on C1,ignore,none,range01,4,,,,,,,,,,,,,,,
0.9,0.733,1,NA,NA,Thu Aug 10 07:45:32 2017,ppr,8,1,switches between 1 & -1 based on C1,ignore,none,range01,0.8541662602,random,2642,3,cv,5,6,1,5,1,,,,,,
Fail,Fail,Fail,Fail,PackageFail,Thu Aug 10 07:45:38 2017,pythonKnnReg,8,1,switches between 1 & -1 based on C1,ignore,none,range01,9,,,,,,,,,,,,,,,
1,1,9,1,1,Thu Aug 10 07:45:56 2017,qrf,8,1,switches between 1 & -1 based on C1,ignore,none,range01,0.8541662602,random,2644,17,cv,5,6,1,5,9,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:46:01 2017,qrnn,8,1,switches between 1 & -1 based on C1,ignore,none,range01,5,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:46:02 2017,randomGLM,8,1,switches between 1 & -1 based on C1,ignore,none,range01,0,,,,,,,,,,,,,,,
0.989,0.977,7,1,1,Thu Aug 10 07:46:06 2017,ranger,8,1,switches between 1 & -1 based on C1,ignore,none,range01,0.8541662602,random,2647,4,cv,5,6,1,5,7,,,,,,
0.996,0.974,9,1,1,Thu Aug 10 07:46:39 2017,Rborist,8,1,switches between 1 & -1 based on C1,ignore,none,range01,0.8541662602,random,2648,33,cv,5,6,1,5,9,,,,,,
-0.632,-0.59,169.775,NA,NA,Thu Aug 10 07:46:42 2017,relaxo,8,1,switches between 1 & -1 based on C1,ignore,none,range01,0.8541662602,random,2649,3,cv,5,6,1,5,169.7754879026,0.2603958491,,,,,
0.999,0.992,9,1,1,Thu Aug 10 07:47:25 2017,rf,8,1,switches between 1 & -1 based on C1,ignore,none,range01,0.8541662602,random,2650,42,cv,5,6,1,5,9,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:47:28 2017,ridge,8,1,switches between 1 & -1 based on C1,ignore,none,range01,3,,,,,,,,,,,,,,,
