0.335,0.212,0.659,0.889,0.593,Wed Aug 02 16:37:25 2017,avNNet,8,1,basic latent features,ignore,none,asis,1.127849791,random,333,53,adaptive_cv,16,5,2,2,19,0.0107744823,FALSE,,,,
0.387,0.344,-1,NA,NA,Thu Aug 10 08:03:57 2017,glm,8,1,switches between 1 & -1 based on C1,ignore,none,asis,0.9329523032,random,2716,2,cv,5,6,1,5,none,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 08:04:01 2017,glm.nb,8,1,switches between 1 & -1 based on C1,ignore,none,asis,4,,,,,,,,,,,,,,,
0.395,0.355,NA,NA,NA,Thu Aug 10 08:04:16 2017,glmboost,8,1,switches between 1 & -1 based on C1,ignore,none,asis,0.9329523032,random,2718,14,cv,5,6,1,5,939,yes,,,,,
0.393,0.353,0.053,NA,NA,Thu Aug 10 08:04:19 2017,glmnet,8,1,switches between 1 & -1 based on C1,ignore,none,asis,0.9329523032,random,2719,3,cv,5,6,1,5,0.6800162797,0.0531430009,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 08:04:43 2017,glmnet_h2o,8,1,switches between 1 & -1 based on C1,ignore,none,asis,23,,,,,,,,,,,,,,,
0.409,0.363,-1,NA,NA,Thu Aug 10 08:04:47 2017,glmStepAIC,8,1,switches between 1 & -1 based on C1,ignore,none,asis,0.9329523032,random,2721,4,cv,5,6,1,5,none,,,,,,
0.343,0.286,6,NA,NA,Thu Aug 10 08:04:56 2017,icr,8,1,switches between 1 & -1 based on C1,ignore,none,asis,0.9329523032,random,2722,8,cv,5,6,1,5,6,,,,,,
0.387,0.344,9,NA,NA,Thu Aug 10 08:04:59 2017,kernelpls,8,1,switches between 1 & -1 based on C1,ignore,none,asis,0.9329523032,random,2723,2,cv,5,6,1,5,9,,,,,,
0.413,0.309,NA,1,1,Thu Aug 10 08:05:08 2017,kknn,8,1,switches between 1 & -1 based on C1,ignore,none,asis,0.9329523032,random,2724,10,cv,5,6,1,5,31,0.5978211716,cos,,,,
0.439,0.323,10,1,1,Thu Aug 10 08:05:11 2017,knn,8,1,switches between 1 & -1 based on C1,ignore,none,asis,0.9329523032,random,2725,2,cv,5,6,1,5,10,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 08:05:15 2017,krlsPoly,8,1,switches between 1 & -1 based on C1,ignore,none,asis,4,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 08:05:19 2017,krlsRadial,8,1,switches between 1 & -1 based on C1,ignore,none,asis,4,,,,,,,,,,,,,,,
0.394,0.355,0.762,NA,NA,Thu Aug 10 08:05:21 2017,lars,8,1,switches between 1 & -1 based on C1,ignore,none,asis,0.9329523032,random,2728,2,cv,5,6,1,5,0.7623785757,,,,,,
0.392,0.352,6,NA,NA,Thu Aug 10 08:05:24 2017,lars2,8,1,switches between 1 & -1 based on C1,ignore,none,asis,0.9329523032,random,2729,2,cv,5,6,1,5,6,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 08:05:27 2017,lasso,8,1,switches between 1 & -1 based on C1,ignore,none,asis,3,,,,,,,,,,,,,,,
0.409,0.363,2,NA,NA,Thu Aug 10 08:05:29 2017,leapBackward,8,1,switches between 1 & -1 based on C1,ignore,none,asis,0.9329523032,random,2731,2,cv,5,6,1,5,2,,,,,,
0.384,0.342,6,NA,NA,Thu Aug 10 08:05:31 2017,leapForward,8,1,switches between 1 & -1 based on C1,ignore,none,asis,0.9329523032,random,2732,2,cv,5,6,1,5,6,,,,,,
0.4,0.357,3,NA,NA,Thu Aug 10 08:05:33 2017,leapSeq,8,1,switches between 1 & -1 based on C1,ignore,none,asis,0.9329523032,random,2733,2,cv,5,6,1,5,3,,,,,,
0.387,0.344,-1,NA,NA,Thu Aug 10 08:05:36 2017,lm,8,1,switches between 1 & -1 based on C1,ignore,none,asis,0.9329523032,random,2734,2,cv,5,6,1,5,TRUE,,,,,,
0.409,0.363,-1,NA,NA,Thu Aug 10 08:05:40 2017,lmStepAIC,8,1,switches between 1 & -1 based on C1,ignore,none,asis,0.9329523032,random,2735,4,cv,5,6,1,5,none,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 08:05:43 2017,logicBag,8,1,switches between 1 & -1 based on C1,ignore,none,asis,3,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 08:05:47 2017,logreg,8,1,switches between 1 & -1 based on C1,ignore,none,asis,3,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 08:05:48 2017,M5,8,1,switches between 1 & -1 based on C1,ignore,none,asis,0,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 08:05:48 2017,M5Rules,8,1,switches between 1 & -1 based on C1,ignore,none,asis,1,,,,,,,,,,,,,,,
0.389,0.351,1.524,NA,NA,Thu Aug 10 08:05:57 2017,msaenet,8,1,switches between 1 & -1 based on C1,ignore,none,asis,0.9329523032,random,2740,8,cv,5,6,1,5,0.2329497681,7,1.5240348451,,,,
0.538,0.334,0.047,1,1,Thu Aug 10 08:06:05 2017,nnet,8,1,switches between 1 & -1 based on C1,ignore,none,asis,0.9329523032,random,2741,7,cv,5,6,1,5,1,0.0467488614,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 08:06:08 2017,nnls,8,1,switches between 1 & -1 based on C1,ignore,none,asis,3,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 08:06:09 2017,ordinalNet,8,1,switches between 1 & -1 based on C1,ignore,none,asis,0,,,,,,,,,,,,,,,
0.966,0.816,8,1,1,Thu Aug 10 08:06:19 2017,parRF,8,1,switches between 1 & -1 based on C1,ignore,none,asis,0.9329523032,random,2744,10,cv,5,6,1,5,8,,,,,,
0.555,0.268,0,1,1,Thu Aug 10 08:06:27 2017,pcaNNet,8,1,switches between 1 & -1 based on C1,ignore,none,asis,0.9329523032,random,2745,7,cv,5,6,1,5,4,2.86615513154138e-05,,,,,
0.359,0.304,7,NA,NA,Thu Aug 10 08:06:29 2017,pcr,8,1,switches between 1 & -1 based on C1,ignore,none,asis,0.9329523032,random,2746,2,cv,5,6,1,5,7,,,,,,
Fail,Fail,Fail,Fail,PackageFail,Thu Aug 10 08:06:36 2017,pls,8,1,switches between 1 & -1 based on C1,ignore,none,asis,9,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 08:06:40 2017,plsRglm,8,1,switches between 1 & -1 based on C1,ignore,none,asis,4,,,,,,,,,,,,,,,
0.853,0.588,2,NA,NA,Thu Aug 10 08:06:43 2017,ppr,8,1,switches between 1 & -1 based on C1,ignore,none,asis,0.9329523032,random,2749,3,cv,5,6,1,5,2,,,,,,
Fail,Fail,Fail,Fail,PackageFail,Thu Aug 10 08:06:50 2017,pythonKnnReg,8,1,switches between 1 & -1 based on C1,ignore,none,asis,10,,,,,,,,,,,,,,,
0.908,0.571,9,1,1,Thu Aug 10 08:07:13 2017,qrf,8,1,switches between 1 & -1 based on C1,ignore,none,asis,0.9329523032,random,2751,22,cv,5,6,1,5,9,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 08:07:18 2017,qrnn,8,1,switches between 1 & -1 based on C1,ignore,none,asis,5,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 08:07:19 2017,randomGLM,8,1,switches between 1 & -1 based on C1,ignore,none,asis,0,,,,,,,,,,,,,,,
0.96,0.806,7,1,1,Thu Aug 10 08:07:23 2017,ranger,8,1,switches between 1 & -1 based on C1,ignore,none,asis,0.9329523032,random,2754,5,cv,5,6,1,5,7,,,,,,
0.984,0.921,8,1,1,Thu Aug 10 08:08:52 2017,Rborist,8,1,switches between 1 & -1 based on C1,ignore,none,asis,0.9329523032,random,2755,88,cv,5,6,1,5,8,,,,,,
0.272,0.199,13.563,NA,NA,Thu Aug 10 08:08:55 2017,relaxo,8,1,switches between 1 & -1 based on C1,ignore,none,asis,0.9329523032,random,2756,3,cv,5,6,1,5,13.562730283,0.2049289073,,,,,
0.962,0.797,8,1,1,Thu Aug 10 08:09:06 2017,rf,8,1,switches between 1 & -1 based on C1,ignore,none,asis,0.9329523032,random,2757,10,cv,5,6,1,5,8,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 08:09:09 2017,ridge,8,1,switches between 1 & -1 based on C1,ignore,none,asis,3,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 08:09:13 2017,rlm,8,1,switches between 1 & -1 based on C1,ignore,none,asis,4,,,,,,,,,,,,,,,
0.969,0.752,0,1,1,Thu Aug 10 08:09:16 2017,rpart,8,1,switches between 1 & -1 based on C1,ignore,none,asis,0.9329523032,random,2760,2,cv,5,6,1,5,0,,,,,,
0.969,0.752,-1,1,1,Thu Aug 10 08:09:18 2017,rpart1SE,8,1,switches between 1 & -1 based on C1,ignore,none,asis,0.9329523032,random,2761,2,cv,5,6,1,5,none,,,,,,
0.969,0.752,-1,1,1,Thu Aug 10 08:09:20 2017,rpart2,8,1,switches between 1 & -1 based on C1,ignore,none,asis,0.9329523032,random,2762,2,cv,5,6,1,5,1,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 08:09:21 2017,rqlasso,8,1,switches between 1 & -1 based on C1,ignore,none,asis,0,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 08:09:22 2017,rqnc,8,1,switches between 1 & -1 based on C1,ignore,none,asis,1,,,,,,,,,,,,,,,
0.954,0.8,0.46,1,1,Thu Aug 10 08:09:41 2017,RRF,8,1,switches between 1 & -1 based on C1,ignore,none,asis,0.9329523032,random,2765,19,cv,5,6,1,5,7,0.5678257172,0.4596792948,,,,
0.957,0.803,0.795,1,1,Thu Aug 10 08:09:51 2017,RRFglobal,8,1,switches between 1 & -1 based on C1,ignore,none,asis,0.9329523032,random,2766,10,cv,5,6,1,5,7,0.7946807139,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 08:09:59 2017,rvmLinear,8,1,switches between 1 & -1 based on C1,ignore,none,asis,8,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 08:10:33 2017,rvmPoly,8,1,switches between 1 & -1 based on C1,ignore,none,asis,34,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 08:11:11 2017,rvmRadial,8,1,switches between 1 & -1 based on C1,ignore,none,asis,38,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 08:11:15 2017,SBC,8,1,switches between 1 & -1 based on C1,ignore,none,asis,4,,,,,,,,,,,,,,,
0.389,0.345,3,NA,NA,Thu Aug 10 08:11:17 2017,simpls,8,1,switches between 1 & -1 based on C1,ignore,none,asis,0.9329523032,random,2771,2,cv,5,6,1,5,3,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 08:12:25 2017,spikeslab,8,1,switches between 1 & -1 based on C1,ignore,none,asis,68,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 08:12:29 2017,spls,8,1,switches between 1 & -1 based on C1,ignore,none,asis,4,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 08:12:32 2017,superpc,8,1,switches between 1 & -1 based on C1,ignore,none,asis,3,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 08:12:33 2017,svmBoundrangeString,8,1,switches between 1 & -1 based on C1,ignore,none,asis,0,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 08:12:34 2017,svmExpoString,8,1,switches between 1 & -1 based on C1,ignore,none,asis,0,,,,,,,,,,,,,,,
NA,NA,0.117,NA,NA,Thu Aug 10 08:14:02 2017,svmLinear,8,1,switches between 1 & -1 based on C1,ignore,none,asis,0.9329523032,random,2777,88,cv,5,6,1,5,0.1174643681,,,,,,
0.392,0.337,0.375,NA,NA,Thu Aug 10 08:16:37 2017,svmLinear2,8,1,switches between 1 & -1 based on C1,ignore,none,asis,0.9329523032,random,2778,155,cv,5,6,1,5,0.3746169312,,,,,,
0.275,0.192,NA,NA,NA,Thu Aug 10 08:16:43 2017,svmLinear3,8,1,switches between 1 & -1 based on C1,ignore,none,asis,0.9329523032,random,2779,5,cv,5,6,1,5,0.937054219,L1,,,,,
NA,NA,16.471,NA,NA,Thu Aug 10 08:22:05 2017,svmPoly,8,1,switches between 1 & -1 based on C1,ignore,none,asis,0.9329523032,random,2780,322,cv,5,6,1,5,3,0.00428731,16.4711380078,,,,
NA,NA,1.148,NA,NA,Thu Aug 10 08:22:10 2017,svmRadial,8,1,switches between 1 & -1 based on C1,ignore,none,asis,0.9329523032,random,2781,5,cv,5,6,1,5,0.2069109187,1.1478825265,,,,,
NA,NA,4.931,NA,NA,Thu Aug 10 08:22:15 2017,svmRadialCost,8,1,switches between 1 & -1 based on C1,ignore,none,asis,0.9329523032,random,2782,5,cv,5,6,1,5,4.9310121954,,,,,,
NA,NA,4.036,NA,NA,Thu Aug 10 08:22:19 2017,svmRadialSigma,8,1,switches between 1 & -1 based on C1,ignore,none,asis,0.9329523032,random,2783,3,cv,5,6,1,5,0.2346403956,4.0361613998,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 08:22:20 2017,svmSpectrumString,8,1,switches between 1 & -1 based on C1,ignore,none,asis,0,,,,,,,,,,,,,,,
0.971,0.819,-1,1,1,Thu Aug 10 08:22:25 2017,treebag,8,1,switches between 1 & -1 based on C1,ignore,none,asis,0.9329523032,random,2785,5,cv,5,6,1,5,none,,,,,,
0.389,0.345,3,NA,NA,Thu Aug 10 08:22:35 2017,widekernelpls,8,1,switches between 1 & -1 based on C1,ignore,none,asis,0.9329523032,random,2786,10,cv,5,6,1,5,3,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 08:23:01 2017,WM,8,1,switches between 1 & -1 based on C1,ignore,none,asis,26,,,,,,,,,,,,,,,
0.969,0.752,2.575,1,1,Thu Aug 10 08:23:08 2017,xgbLinear,8,1,switches between 1 & -1 based on C1,ignore,none,asis,0.9329523032,random,2788,7,cv,5,6,1,5,62,0.0003021929,5.85718739519372e-05,2.5747245108,,,
0.794,0.728,377,1,1,Thu Aug 10 08:24:47 2017,xgbTree,8,1,switches between 1 & -1 based on C1,ignore,none,asis,0.9329523032,random,2789,99,cv,5,6,1,5,377,5,0.137379417,5.4236388509,0.47753662,20,0.7295138335
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 08:24:53 2017,xyf,8,1,switches between 1 & -1 based on C1,ignore,none,asis,5,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,PackageFail,Thu Aug 10 12:50:27 2017,pls,8,1,basic latent features,ignore,none,asis,11,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,PackageFail,Thu Aug 10 12:50:44 2017,pythonKnnReg,8,1,basic latent features,ignore,none,asis,11,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,PackageFail,Thu Aug 10 13:05:32 2017,pls,8,1,just random,ignore,none,asis,11,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,PackageFail,Thu Aug 10 13:06:22 2017,pythonKnnReg,8,1,just random,ignore,none,asis,11,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,PackageFail,Thu Aug 10 13:20:42 2017,pls,8,1,polynomial C1 ^ 2,ignore,none,asis,11,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,PackageFail,Thu Aug 10 13:21:34 2017,pythonKnnReg,8,1,polynomial C1 ^ 2,ignore,none,asis,11,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,PackageFail,Thu Aug 10 13:36:03 2017,pls,8,1,polynomial C1 ^ .5,ignore,none,asis,11,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,PackageFail,Thu Aug 10 13:37:00 2017,pythonKnnReg,8,1,polynomial C1 ^ .5,ignore,none,asis,12,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,PackageFail,Thu Aug 10 13:52:06 2017,pls,8,1,polynomial C1 ^ -2,ignore,none,asis,11,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,PackageFail,Thu Aug 10 13:53:05 2017,pythonKnnReg,8,1,polynomial C1 ^ -2,ignore,none,asis,12,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,PackageFail,Thu Aug 10 14:08:15 2017,pls,8,1,polynomial C1 t C2,ignore,none,asis,11,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,PackageFail,Thu Aug 10 14:09:16 2017,pythonKnnReg,8,1,polynomial C1 t C2,ignore,none,asis,11,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,PackageFail,Thu Aug 10 14:24:35 2017,pls,8,1,polynomial C1 ^ C2,ignore,none,asis,11,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,PackageFail,Thu Aug 10 14:25:38 2017,pythonKnnReg,8,1,polynomial C1 ^ C2,ignore,none,asis,11,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,PackageFail,Thu Aug 10 14:41:01 2017,pls,8,1,polynomial C1 t C2 t U3,ignore,none,asis,11,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,PackageFail,Thu Aug 10 14:42:07 2017,pythonKnnReg,8,1,polynomial C1 t C2 t U3,ignore,none,asis,12,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,PackageFail,Thu Aug 10 14:57:07 2017,pls,8,1,polynomial C1 t C2 t U3^1d3,ignore,none,asis,11,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,PackageFail,Thu Aug 10 14:58:16 2017,pythonKnnReg,8,1,polynomial C1 t C2 t U3^1d3,ignore,none,asis,12,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,PackageFail,Thu Aug 10 15:17:47 2017,pls,8,1,mean subtraction in each row,ignore,none,asis,26,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,PackageFail,Thu Aug 10 15:18:15 2017,pythonKnnReg,8,1,mean subtraction in each row,ignore,none,asis,22,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,PackageFail,Thu Aug 10 15:35:21 2017,pls,8,1,median subtraction in each row,ignore,none,asis,23,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,PackageFail,Thu Aug 10 15:35:50 2017,pythonKnnReg,8,1,median subtraction in each row,ignore,none,asis,23,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,PackageFail,Thu Aug 10 16:10:31 2017,pls,8,1,switches between 1 & -1 based on C1,ignore,none,asis,32,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,PackageFail,Thu Aug 10 16:12:18 2017,pythonKnnReg,8,1,switches between 1 & -1 based on C1,ignore,none,asis,21,,,,,,,,,,,,,,,
0.259,0.189,NA,0.783,0.571,Thu Aug 10 16:34:28 2017,avNNet,8,1,switches between C2 & -C2 based on C1,ignore,none,asis,0.9655272874,random,2898,47,cv,5,6,1,5,16,0.0267376084,TRUE,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 16:34:32 2017,bag,8,1,switches between C2 & -C2 based on C1,ignore,none,asis,4,,,,,,,,,,,,,,,
0.103,-0.005,5,0.971,0.691,Thu Aug 10 16:35:32 2017,bagEarth,8,1,switches between C2 & -C2 based on C1,ignore,none,asis,0.9655272874,random,2900,59,cv,5,6,1,5,5,1,,,,,
0.109,0.029,-1,0.938,0.686,Thu Aug 10 16:35:51 2017,bagEarthGCV,8,1,switches between C2 & -C2 based on C1,ignore,none,asis,0.9655272874,random,2901,19,cv,5,6,1,5,1,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 16:35:58 2017,bam,8,1,switches between C2 & -C2 based on C1,ignore,none,asis,6,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 16:36:00 2017,bartMachine,8,1,switches between C2 & -C2 based on C1,ignore,none,asis,2,,,,,,,,,,,,,,,
0.053,0.056,-1,0.912,0.729,Thu Aug 10 16:36:03 2017,bayesglm,8,1,switches between C2 & -C2 based on C1,ignore,none,asis,0.9655272874,random,2904,3,cv,5,6,1,5,none,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 16:36:37 2017,blasso,8,1,switches between C2 & -C2 based on C1,ignore,none,asis,34,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 16:37:14 2017,blassoAveraged,8,1,switches between C2 & -C2 based on C1,ignore,none,asis,36,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 16:37:49 2017,bridge,8,1,switches between C2 & -C2 based on C1,ignore,none,asis,35,,,,,,,,,,,,,,,
0.053,0.054,486,0.913,0.729,Thu Aug 10 16:39:39 2017,BstLm,8,1,switches between C2 & -C2 based on C1,ignore,none,asis,0.9655272874,random,2908,109,cv,5,6,1,5,486,0.0299711645,,,,,
0.184,0.174,8,0.797,0.629,Thu Aug 10 16:40:07 2017,cforest,8,1,switches between C2 & -C2 based on C1,ignore,none,asis,0.9655272874,random,2909,27,cv,5,6,1,5,8,,,,,,
0.776,0.735,0.122,0.256,0.172,Thu Aug 10 16:40:12 2017,ctree,8,1,switches between C2 & -C2 based on C1,ignore,none,asis,0.9655272874,random,2910,5,cv,5,6,1,5,0.1217867523,,,,,,
0.77,0.731,0.278,0.26,0.177,Thu Aug 10 16:40:18 2017,ctree2,8,1,switches between C2 & -C2 based on C1,ignore,none,asis,0.9655272874,random,2911,6,cv,5,6,1,5,5,0.2775157813,,,,,
0.991,0.974,2,0.025,0.007,Thu Aug 10 16:41:13 2017,cubist,8,1,switches between C2 & -C2 based on C1,ignore,none,asis,0.9655272874,random,2912,54,cv,5,6,1,5,35,2,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 16:41:18 2017,DENFIS,8,1,switches between C2 & -C2 based on C1,ignore,none,asis,5,,,,,,,,,,,,,,,
-0.01,-0.01,0.052,0.975,0.778,Thu Aug 10 16:41:25 2017,dnn,8,1,switches between C2 & -C2 based on C1,ignore,none,asis,0.9655272874,random,2914,7,cv,5,6,1,5,13,14,14,0.0470079619,0.0520197988,,
0.512,0.407,4,NA,NA,Thu Aug 10 16:41:30 2017,earth,8,1,switches between C2 & -C2 based on C1,ignore,none,asis,0.9655272874,random,2915,5,cv,5,6,1,5,4,2,,,,,
0.001,0.001,NA,0.964,0.77,Thu Aug 10 16:41:34 2017,elm,8,1,switches between C2 & -C2 based on C1,ignore,none,asis,0.9655272874,random,2916,4,cv,5,6,1,5,2,tansig,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 16:41:39 2017,enet,8,1,switches between C2 & -C2 based on C1,ignore,none,asis,5,,,,,,,,,,,,,,,
0.741,0.736,1.447,0.255,0.2,Thu Aug 10 16:45:35 2017,evtree,8,1,switches between C2 & -C2 based on C1,ignore,none,asis,0.9655272874,random,2918,236,cv,5,6,1,5,1.4472259348,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 16:45:37 2017,extraTrees,8,1,switches between C2 & -C2 based on C1,ignore,none,asis,2,,,,,,,,,,,,,,,
0.04,0.041,4,0.926,0.739,Thu Aug 10 16:45:41 2017,foba,8,1,switches between C2 & -C2 based on C1,ignore,none,asis,0.9655272874,random,2920,4,cv,5,6,1,5,4,0.4643015181,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 16:45:47 2017,gam,8,1,switches between C2 & -C2 based on C1,ignore,none,asis,6,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 16:45:53 2017,gamboost,8,1,switches between C2 & -C2 based on C1,ignore,none,asis,6,,,,,,,,,,,,,,,
0.081,0.046,2.913,0.921,0.708,Thu Aug 10 16:46:04 2017,gamSpline,8,1,switches between C2 & -C2 based on C1,ignore,none,asis,0.9655272874,random,2923,11,cv,5,6,1,5,2.9127443547,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 16:46:11 2017,gaussprLinear,8,1,switches between C2 & -C2 based on C1,ignore,none,asis,6,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 16:46:22 2017,gaussprPoly,8,1,switches between C2 & -C2 based on C1,ignore,none,asis,10,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 16:46:33 2017,gaussprRadial,8,1,switches between C2 & -C2 based on C1,ignore,none,asis,12,,,,,,,,,,,,,,,
0.566,0.538,1070,0.446,0.334,Thu Aug 10 16:47:16 2017,gbm,8,1,switches between C2 & -C2 based on C1,ignore,none,asis,0.9655272874,random,2927,42,cv,5,6,1,5,1070,3,0.15484511,13,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 16:47:48 2017,gbm_h2o,8,1,switches between C2 & -C2 based on C1,ignore,none,asis,31,,,,,,,,,,,,,,,
0.087,-0.007,-1,0.973,0.703,Thu Aug 10 16:47:52 2017,gcvEarth,8,1,switches between C2 & -C2 based on C1,ignore,none,asis,0.9655272874,random,2929,3,cv,5,6,1,5,1,,,,,,
0.053,0.056,-1,0.912,0.729,Thu Aug 10 16:47:55 2017,glm,8,1,switches between C2 & -C2 based on C1,ignore,none,asis,0.9655272874,random,2930,3,cv,5,6,1,5,none,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 16:48:00 2017,glm.nb,8,1,switches between C2 & -C2 based on C1,ignore,none,asis,5,,,,,,,,,,,,,,,
0.026,0.027,NA,0.939,0.75,Thu Aug 10 16:48:13 2017,glmboost,8,1,switches between C2 & -C2 based on C1,ignore,none,asis,0.9655272874,random,2932,12,cv,5,6,1,5,5,yes,,,,,
-0.001,-0.001,4.214,0.966,0.771,Thu Aug 10 16:48:17 2017,glmnet,8,1,switches between C2 & -C2 based on C1,ignore,none,asis,0.9655272874,random,2933,4,cv,5,6,1,5,0.485010982,4.2141686889,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 16:48:53 2017,glmnet_h2o,8,1,switches between C2 & -C2 based on C1,ignore,none,asis,36,,,,,,,,,,,,,,,
0.064,0.063,-1,0.905,0.721,Thu Aug 10 16:48:59 2017,glmStepAIC,8,1,switches between C2 & -C2 based on C1,ignore,none,asis,0.9655272874,random,2935,6,cv,5,6,1,5,none,,,,,,
0,0,1,0.966,0.77,Thu Aug 10 16:49:07 2017,icr,8,1,switches between C2 & -C2 based on C1,ignore,none,asis,0.9655272874,random,2936,7,cv,5,6,1,5,1,,,,,,
0.055,0.055,1,0.912,0.728,Thu Aug 10 16:49:11 2017,kernelpls,8,1,switches between C2 & -C2 based on C1,ignore,none,asis,0.9655272874,random,2937,3,cv,5,6,1,5,1,,,,,,
0.237,0.186,NA,0.786,0.588,Thu Aug 10 16:49:26 2017,kknn,8,1,switches between C2 & -C2 based on C1,ignore,none,asis,0.9655272874,random,2938,15,cv,5,6,1,5,59,1.2931181754,rectangular,,,,
0.201,0.155,18,0.816,0.615,Thu Aug 10 16:49:30 2017,knn,8,1,switches between C2 & -C2 based on C1,ignore,none,asis,0.9655272874,random,2939,4,cv,5,6,1,5,18,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 16:49:36 2017,krlsPoly,8,1,switches between C2 & -C2 based on C1,ignore,none,asis,5,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 16:49:41 2017,krlsRadial,8,1,switches between C2 & -C2 based on C1,ignore,none,asis,5,,,,,,,,,,,,,,,
